0.0
0.02
0.0
0.02
0.04
0.101
0.152
0.404
0.323
0.212
0.394
0.394
0.455
0.455
0.596
0.848
0.626
0.717
0.747
0.758
0.848
0.848
0.899
0.949
0.909
0.869
0.889
0.879
0.96
0.939
0.909
0.98
